input_image,bone_mask_image,TP,TN,FP,FN,recall,precision,FPR,FNR,PWC,Jaccard,Dice
dataset\inputs\input01372.dcm,dataset\bone_masks\mask01372.dcm,3222,256501,393,108,0.9675675675675676,0.891286307053942,0.0015298138531845819,0.032432432432432434,0.19252643876045253,0.8654311039484288,0.9278617710583154
dataset\inputs\input01373.dcm,dataset\bone_masks\mask01373.dcm,3420,257986,329,409,0.893183598850875,0.9122432648706321,0.0012736387743646324,0.10681640114912509,0.281524658203125,0.8225108225108224,0.9026128266033254
dataset\inputs\input01374.dcm,dataset\bone_masks\mask01374.dcm,3600,257982,294,268,0.9307135470527405,0.9244992295839753,0.0011383171490963156,0.06928645294725956,0.214385986328125,0.8649687650168187,0.9275959804174182
dataset\inputs\input01375.dcm,dataset\bone_masks\mask01375.dcm,3594,258447,3,100,0.9729290741743367,0.9991659716430359,1.1607661056297156e-05,0.02707092582566324,0.0392913818359375,0.9721395726264538,0.9858729941023179
dataset\inputs\input01376.dcm,dataset\bone_masks\mask01376.dcm,3710,258315,26,93,0.9755456218774652,0.9930406852248393,0.00010064217449030545,0.024454378122534842,0.0453948974609375,0.9689213893967094,0.9842154131847726
dataset\inputs\input01377.dcm,dataset\bone_masks\mask01377.dcm,4543,257371,4,226,0.9526106101908157,0.9991202990983066,1.5541525012141816e-05,0.047389389809184314,0.087738037109375,0.9518122773936727,0.9753112924001718
dataset\inputs\input01378.dcm,dataset\bone_masks\mask01378.dcm,1662,260143,1,338,0.831,0.9993986770895971,3.844024847776616e-06,0.169,0.1293182373046875,0.8305847076461769,0.9074529074529074
dataset\inputs\input01379.dcm,dataset\bone_masks\mask01379.dcm,3547,257883,266,448,0.8878598247809762,0.930238657225282,0.0010304126686526,0.11214017521902378,0.272369384765625,0.8324337010091529,0.9085553278688525
dataset\inputs\input01380.dcm,dataset\bone_masks\mask01380.dcm,4319,257547,18,260,0.9432190434592705,0.9958496656675121,6.988527167899365e-05,0.05678095654072942,0.106048583984375,0.9395257776810964,0.9688200986989681
dataset\inputs\input01381.dcm,dataset\bone_masks\mask01381.dcm,4607,255850,385,96,0.979587497342122,0.9228766025641025,0.0015025269771889087,0.02041250265787795,0.18433497612459665,0.9054638364779874,0.9503867973182053
dataset\inputs\input01382.dcm,dataset\bone_masks\mask01382.dcm,3738,257281,0,84,0.978021978021978,1.0,0.0,0.02197802197802198,0.03217121212701501,0.9780219780219781,0.9888888888888889
dataset\inputs\input01383.dcm,dataset\bone_masks\mask01383.dcm,4286,256975,697,186,0.9584078711985689,0.8601244230383304,0.002704989288708125,0.04159212880143113,0.3368377685546875,0.8291739214548268,0.9066102591221575
dataset\inputs\input01384.dcm,dataset\bone_masks\mask01384.dcm,4939,256977,28,200,0.9610819225530259,0.994362794443326,0.00010894729674519951,0.03891807744697412,0.08697509765625,0.9558738145926069,0.9774391450623392
dataset\inputs\input01385.dcm,dataset\bone_masks\mask01385.dcm,5259,256525,244,116,0.9784186046511628,0.9556605487915683,0.0009502704765762222,0.02158139534883721,0.1373291015625,0.9359316604378003,0.9669056811913955
dataset\inputs\input01386.dcm,dataset\bone_masks\mask01386.dcm,5457,256114,430,143,0.9744642857142857,0.9269577034143027,0.0016761257328177623,0.025535714285714287,0.2185821533203125,0.9049751243781095,0.9501175241577435
dataset\inputs\input01387.dcm,dataset\bone_masks\mask01387.dcm,5111,256670,11,352,0.9355665385319422,0.9978524014057009,4.2854749669823635e-05,0.06443346146805784,0.1384735107421875,0.9336865180854952,0.9657061880018895
dataset\inputs\input01388.dcm,dataset\bone_masks\mask01388.dcm,2738,258942,21,9,0.9967236985802694,0.992388546574846,8.109266574761646e-05,0.0032763014197306154,0.011463069810095143,0.9891618497109828,0.9945513984743916
dataset\inputs\input01389.dcm,dataset\bone_masks\mask01389.dcm,5441,256208,37,458,0.9223597219867774,0.99324571011318,0.00014439306132802592,0.07764027801322258,0.1888275146484375,0.91661051212938,0.9564911663883273
dataset\inputs\input01390.dcm,dataset\bone_masks\mask01390.dcm,4784,256092,10,154,0.9688132847306602,0.9979140592407175,3.904694223395366e-05,0.031186715269339815,0.0628256205945449,0.9668552950687148,0.9831483764899301
dataset\inputs\input01391.dcm,dataset\bone_masks\mask01391.dcm,5494,254083,414,530,0.9120185922974767,0.9299255247122545,0.001626738232670719,0.08798140770252325,0.3623508277643645,0.8533706119913016,0.9208850150854844
dataset\inputs\input01392.dcm,dataset\bone_masks\mask01392.dcm,4744,256538,451,411,0.9202715809893307,0.9131857555341675,0.001754938927347085,0.07972841901066925,0.328826904296875,0.8462361755262218,0.9167149758454106
dataset\inputs\input01393.dcm,dataset\bone_masks\mask01393.dcm,3837,256806,168,183,0.9544776119402985,0.9580524344569289,0.0006537626374652688,0.04552238805970149,0.13448585024943102,0.916189111747851,0.9562616822429907
dataset\inputs\input01394.dcm,dataset\bone_masks\mask01394.dcm,4180,257435,135,394,0.9138609532138172,0.9687137891077636,0.0005241293628916411,0.08613904678618277,0.2017974853515625,0.8876619239753664,0.9404882438969513
dataset\inputs\input01395.dcm,dataset\bone_masks\mask01395.dcm,3737,256958,130,96,0.9749543438559874,0.9663822084303078,0.0005056634304207119,0.025045656144012524,0.08661625549495824,0.9429724955841535,0.9706493506493507
dataset\inputs\input01396.dcm,dataset\bone_masks\mask01396.dcm,1809,259252,145,65,0.9653148345784418,0.9257932446264073,0.0005589887315581907,0.03468516542155817,0.08037631424842405,0.8959881129271916,0.945141065830721
dataset\inputs\input01397.dcm,dataset\bone_masks\mask01397.dcm,2192,259576,60,316,0.8740031897926634,0.9733570159857904,0.00023109276063411853,0.12599681020733652,0.1434326171875,0.8535825545171338,0.9210084033613445
dataset\inputs\input01398.dcm,dataset\bone_masks\mask01398.dcm,3932,257523,433,256,0.938872970391595,0.9008018327605957,0.0016785808432445844,0.061127029608404965,0.2628326416015625,0.8508980740099547,0.9194434701274407
dataset\inputs\input01399.dcm,dataset\bone_masks\mask01399.dcm,2872,258732,1,539,0.8419818235121665,0.9996519317786287,3.864988231110836e-06,0.15801817648783348,0.20599365234375,0.8417350527549824,0.9140674729471674
dataset\inputs\input01400.dcm,dataset\bone_masks\mask01400.dcm,4254,257458,225,207,0.9535978480161399,0.9497655726724715,0.000873165866588017,0.04640215198386012,0.164794921875,0.9078104993597951,0.9516778523489933
dataset\inputs\input01401.dcm,dataset\bone_masks\mask01401.dcm,2781,258577,5,19,0.9932142857142857,0.998205312275664,1.9336226032747833e-05,0.0067857142857142855,0.009181963562907928,0.9914438502673799,0.9957035445757251
dataset\inputs\input01402.dcm,dataset\bone_masks\mask01402.dcm,3492,257590,8,82,0.9770565193060996,0.9977142857142857,3.10561417402309e-05,0.02294348069390039,0.034460049316159466,0.9748743718592967,0.9872773536895675
dataset\inputs\input01403.dcm,dataset\bone_masks\mask01403.dcm,3281,257861,2,44,0.9867669172932331,0.999390801096558,7.756056510627737e-06,0.013233082706766918,0.017611835153222965,0.9861737300871655,0.9930387409200968
dataset\inputs\input01404.dcm,dataset\bone_masks\mask01404.dcm,4548,256917,481,198,0.9582806573957017,0.9043547424935375,0.0018687013885111772,0.041719342604298354,0.2590179443359375,0.8700975703080159,0.930537084398977
dataset\inputs\input01405.dcm,dataset\bone_masks\mask01405.dcm,4659,257206,34,245,0.9500407830342578,0.9927551672704027,0.0001321722904680454,0.04995921696574225,0.1064300537109375,0.9434993924665858,0.970928415129728
dataset\inputs\input01406.dcm,dataset\bone_masks\mask01406.dcm,5297,256409,181,257,0.9537270435722002,0.9669587440671779,0.0007054055107369734,0.046272956427799786,0.167083740234375,0.9236268526591109,0.9602973168963017
dataset\inputs\input01407.dcm,dataset\bone_masks\mask01407.dcm,5595,256105,201,243,0.9583761562178829,0.9653209109730849,0.0007842188633898543,0.04162384378211716,0.16937255859375,0.9264778936910084,0.961835997937081
dataset\inputs\input01408.dcm,dataset\bone_masks\mask01408.dcm,3795,256942,2,396,0.905511811023622,0.9994732683697656,7.783797247649293e-06,0.09448818897637795,0.15241158787600284,0.9050798950632006,0.9501752628943415
dataset\inputs\input01409.dcm,dataset\bone_masks\mask01409.dcm,7101,252807,127,255,0.9653344208809136,0.9824294410625346,0.0005021072690899602,0.03466557911908646,0.14675938376426292,0.9489509554991314,0.9738069116840373
dataset\inputs\input01410.dcm,dataset\bone_masks\mask01410.dcm,1829,260100,1,214,0.8952520802741067,0.9994535519125683,3.8446603434819554e-06,0.1047479197258933,0.0820159912109375,0.8948140900195696,0.9444874774076943
dataset\inputs\input01411.dcm,dataset\bone_masks\mask01411.dcm,5934,255644,202,364,0.9422038742457923,0.9670795306388527,0.0007895374561259508,0.057796125754207686,0.215911865234375,0.912923076923077,0.9544796525655461
dataset\inputs\input01412.dcm,dataset\bone_masks\mask01412.dcm,5961,252488,37,1635,0.7847551342812006,0.9938312770923641,0.00014652014652014652,0.21524486571879936,0.6427777841850524,0.7809511332372592,0.8770045608356628
dataset\inputs\input01413.dcm,dataset\bone_masks\mask01413.dcm,1383,260641,4,116,0.9226150767178118,0.9971160778658976,1.5346544150089203e-05,0.07738492328218813,0.0457763671875,0.9201596806387226,0.9584199584199584
dataset\inputs\input01414.dcm,dataset\bone_masks\mask01414.dcm,1328,260691,7,118,0.9183955739972337,0.9947565543071161,2.6850992335959615e-05,0.08160442600276625,0.0476837158203125,0.9139710942876808,0.9550521395181589
dataset\inputs\input01415.dcm,dataset\bone_masks\mask01415.dcm,1104,260486,0,115,0.9056603773584906,1.0,0.0,0.09433962264150944,0.04394260713398674,0.9056603773584905,0.9504950495049505
dataset\inputs\input01416.dcm,dataset\bone_masks\mask01416.dcm,1353,260041,3,161,0.8936591809775429,0.9977876106194691,1.1536509206134346e-05,0.10634081902245707,0.06270119820460472,0.8918918918918919,0.9428571428571428
dataset\inputs\input01417.dcm,dataset\bone_masks\mask01417.dcm,3624,258322,9,189,0.950432730133753,0.9975227085053675,3.4839024352478025e-05,0.04956726986624705,0.075531005859375,0.9481946624803766,0.9734085414987913
dataset\inputs\input01418.dcm,dataset\bone_masks\mask01418.dcm,3845,258198,1,100,0.9746514575411914,0.999739989599584,3.87298169241554e-06,0.025348542458808618,0.0385284423828125,0.9744044602128739,0.9870363239635477
dataset\inputs\input01419.dcm,dataset\bone_masks\mask01419.dcm,5529,255964,8,39,0.9929956896551724,0.9985551742821023,3.125341834263123e-05,0.007004310344827586,0.017970482526573375,0.991571018651363,0.9957676722197208
dataset\inputs\input01420.dcm,dataset\bone_masks\mask01420.dcm,3727,258305,6,106,0.9723454213409862,0.998392713635146,2.3227814533643553e-05,0.02765457865901383,0.042724609375,0.9708257358687159,0.985196933650542
dataset\inputs\input01421.dcm,dataset\bone_masks\mask01421.dcm,3511,258466,0,167,0.954594888526373,1.0,0.0,0.04540511147362697,0.0637054443359375,0.954594888526373,0.9767700653776603
dataset\inputs\input01422.dcm,dataset\bone_masks\mask01422.dcm,3692,257877,0,3,0.9991880920162381,1.0,0.0,0.0008119079837618403,0.0011469117489639564,0.9991880920162383,0.9995938811425478
dataset\inputs\input01423.dcm,dataset\bone_masks\mask01423.dcm,4039,257910,5,190,0.9550721210688106,0.9987636003956478,1.9386231898105967e-05,0.04492787893118941,0.0743865966796875,0.9539442607463392,0.976429348483017
dataset\inputs\input01424.dcm,dataset\bone_masks\mask01424.dcm,2640,259171,0,18,0.9932279909706546,1.0,0.0,0.006772009029345372,0.006874715940556623,0.9932279909706547,0.9966024915062288
dataset\inputs\input01425.dcm,dataset\bone_masks\mask01425.dcm,5031,256445,0,19,0.9962376237623762,1.0,0.0,0.0037623762376237622,0.007265913306181763,0.9962376237623761,0.9981152663426247
dataset\inputs\input01426.dcm,dataset\bone_masks\mask01426.dcm,4350,257501,5,288,0.9379042690815006,0.9988518943742825,1.9417023292661142e-05,0.062095730918499355,0.1117706298828125,0.9368942494077106,0.9674191037473591
dataset\inputs\input01427.dcm,dataset\bone_masks\mask01427.dcm,4370,257474,11,289,0.9379695213565142,0.9974891577265464,4.2720935200108744e-05,0.06203047864348573,0.11444091796875,0.9357601713062098,0.9668141592920354
dataset\inputs\input01428.dcm,dataset\bone_masks\mask01428.dcm,3942,257372,3,827,0.8265883833088697,0.9992395437262357,1.1656143759106363e-05,0.17341161669113023,0.316619873046875,0.8260687342833195,0.9047509754418178
dataset\inputs\input01429.dcm,dataset\bone_masks\mask01429.dcm,4063,257685,9,387,0.9130337078651686,0.9977897838899804,3.4925143775175205e-05,0.08696629213483147,0.15106201171875,0.9111908499663602,0.9535320347336306
dataset\inputs\input01430.dcm,dataset\bone_masks\mask01430.dcm,586,254905,677,5302,0.09952445652173914,0.4639746634996041,0.0026488563357356934,0.9004755434782609,2.286686809194171,0.08926123381568926,0.16389316179555308
dataset\inputs\input01431.dcm,dataset\bone_masks\mask01431.dcm,4463,257452,110,119,0.9740288083806198,0.9759457686420293,0.00042708163471319525,0.025971191619380184,0.0873565673828125,0.9511935208866154,0.9749863462588749
dataset\inputs\input01432.dcm,dataset\bone_masks\mask01432.dcm,3377,258207,3,48,0.985985401459854,0.999112426035503,1.1618450098756825e-05,0.014014598540145985,0.01949280486173486,0.98512252042007,0.9925055106539309
dataset\inputs\input01433.dcm,dataset\bone_masks\mask01433.dcm,4455,257374,212,103,0.9774023694602896,0.9545746732376259,0.0008230260961387653,0.0225976305397104,0.1201629638671875,0.9339622641509433,0.9658536585365853
dataset\inputs\input01434.dcm,dataset\bone_masks\mask01434.dcm,4306,257611,27,200,0.9556147359076786,0.9937687514424186,0.0001047982052337,0.04438526409232135,0.0865936279296875,0.9499227884403265,0.9743183618056341
dataset\inputs\input01435.dcm,dataset\bone_masks\mask01435.dcm,4192,257752,0,200,0.9544626593806922,1.0,0.0,0.04553734061930783,0.0762939453125,0.9544626593806923,0.9767008387698043
dataset\inputs\input01436.dcm,dataset\bone_masks\mask01436.dcm,2981,258617,0,16,0.9946613279946613,1.0,0.0,0.005338672005338672,0.006115880648589143,0.9946613279946613,0.9973235195717631
dataset\inputs\input01437.dcm,dataset\bone_masks\mask01437.dcm,2106,258763,0,487,0.8121866563825685,1.0,0.0,0.18781334361743154,0.18633587903090038,0.8121866563825685,0.8963609278569908
dataset\inputs\input01438.dcm,dataset\bone_masks\mask01438.dcm,685,261237,2,20,0.9716312056737588,0.9970887918486172,7.655824742859986e-06,0.028368794326241134,0.00839874171578658,0.9688826025459689,0.9841954022988506
dataset\inputs\input01439.dcm,dataset\bone_masks\mask01439.dcm,886,261187,5,66,0.930672268907563,0.9943883277216611,1.9143005911360224e-05,0.06932773109243698,0.0270843505859375,0.9258098223615464,0.9614758545849159
dataset\inputs\input01440.dcm,dataset\bone_masks\mask01440.dcm,1119,260761,56,208,0.8432554634513941,0.9523404255319149,0.0002147099307177063,0.15674453654860587,0.1007080078125,0.8091106290672451,0.894484412470024
dataset\inputs\input01441.dcm,dataset\bone_masks\mask01441.dcm,4696,256741,2,159,0.9672502574665294,0.9995742869306088,7.789891058373548e-06,0.03274974253347065,0.06154481303373879,0.9668519662343009,0.9831466555008898
dataset\inputs\input01442.dcm,dataset\bone_masks\mask01442.dcm,1207,260491,0,67,0.9474097331240189,1.0,0.0,0.05259026687598116,0.025595476859014765,0.9474097331240189,0.9729947601773479
dataset\inputs\input01443.dcm,dataset\bone_masks\mask01443.dcm,3546,258014,0,32,0.9910564561207379,1.0,0.0,0.008943543879262158,0.012232789993577785,0.9910564561207378,0.9955081414935429
dataset\inputs\input01444.dcm,dataset\bone_masks\mask01444.dcm,4199,257237,5,34,0.9919678714859438,0.9988106565176023,1.943695042022687e-05,0.008032128514056224,0.014915383879912038,0.9907975460122699,0.9953775038520801
dataset\inputs\input01445.dcm,dataset\bone_masks\mask01445.dcm,3440,258578,0,126,0.9646662927650028,1.0,0.0,0.035333707234997194,0.048065185546875,0.9646662927650027,0.9820154153582643
dataset\inputs\input01446.dcm,dataset\bone_masks\mask01446.dcm,3347,258346,0,53,0.9844117647058823,1.0,0.0,0.015588235294117648,0.02024863799255767,0.9844117647058822,0.9921446568845412
dataset\inputs\input01447.dcm,dataset\bone_masks\mask01447.dcm,3813,258108,35,188,0.9530117470632342,0.9909043659043659,0.00013558376558729077,0.04698825293676581,0.0850677490234375,0.9447472745292369,0.9715887374187795
dataset\inputs\input01448.dcm,dataset\bone_masks\mask01448.dcm,5379,256046,1,31,0.9942698706099815,0.9998141263940521,3.905532968556554e-06,0.005730129390018484,0.012239106239266877,0.9940861208649048,0.9970342910101946
dataset\inputs\input01449.dcm,dataset\bone_masks\mask01449.dcm,2697,259008,0,49,0.9821558630735615,1.0,0.0,0.017844136926438457,0.01871986674511182,0.9821558630735615,0.9909976116112438
dataset\inputs\input01450.dcm,dataset\bone_masks\mask01450.dcm,2685,258805,0,190,0.9339130434782609,1.0,0.0,0.06608695652173913,0.07260776520941609,0.9339130434782609,0.9658273381294964
dataset\inputs\input01451.dcm,dataset\bone_masks\mask01451.dcm,2259,258970,3,432,0.8394648829431438,0.9986737400530504,1.1584219204318598e-05,0.1605351170568562,0.16624373242020302,0.8385300668151447,0.9121744397334949
dataset\inputs\input01452.dcm,dataset\bone_masks\mask01452.dcm,2956,258540,104,174,0.9444089456869009,0.9660130718954248,0.00040209709098219944,0.05559105431309904,0.10619847654847311,0.9140383426097711,0.9550888529886914
dataset\inputs\input01453.dcm,dataset\bone_masks\mask01453.dcm,3515,258238,4,387,0.9008200922603793,0.9988633134413185,1.5489347201462195e-05,0.09917990773962071,0.1491546630859375,0.8998975934459805,0.947311683061582
dataset\inputs\input01454.dcm,dataset\bone_masks\mask01454.dcm,3877,258067,9,191,0.9530481809242871,0.9976839938239835,3.4873448131558144e-05,0.04695181907571288,0.0762939453125,0.9509443218052489,0.9748554186572793
dataset\inputs\input01455.dcm,dataset\bone_masks\mask01455.dcm,3816,257463,0,75,0.9807247494217425,1.0,0.0,0.01927525057825752,0.028696710209141624,0.9807247494217424,0.9902685869988322
dataset\inputs\input01456.dcm,dataset\bone_masks\mask01456.dcm,3255,258125,1,91,0.9728033472803347,0.9996928746928747,3.874077001154475e-06,0.027196652719665274,0.035185411822298375,0.9725126979384524,0.9860648288397456
dataset\inputs\input01457.dcm,dataset\bone_masks\mask01457.dcm,4123,257186,2,28,0.9932546374367622,0.9995151515151515,7.776412585346128e-06,0.006745362563237774,0.011479342922411121,0.9927763062846133,0.9963750604156597
dataset\inputs\input01458.dcm,dataset\bone_masks\mask01458.dcm,4113,257113,5,54,0.9870410367170627,0.9987858183584264,1.944632425578917e-05,0.012958963282937365,0.02258070689094284,0.9858581016299136,0.9928786964393482
dataset\inputs\input01459.dcm,dataset\bone_masks\mask01459.dcm,4131,257591,66,356,0.9206596835301983,0.9842744817726948,0.00025615449997477266,0.07934031646980165,0.160980224609375,0.9073138589940699,0.9514048825426071
dataset\inputs\input01460.dcm,dataset\bone_masks\mask01460.dcm,3459,258341,130,214,0.9417369997277429,0.9637782112008916,0.0005029577786289371,0.05826300027225701,0.1312255859375,0.9095450959768604,0.9526301294409254
dataset\inputs\input01461.dcm,dataset\bone_masks\mask01461.dcm,1740,259045,0,387,0.8180535966149506,1.0,0.0,0.18194640338504936,0.1481782120594857,0.8180535966149507,0.899922420480993
dataset\inputs\input01462.dcm,dataset\bone_masks\mask01462.dcm,1550,260424,4,166,0.9032634032634033,0.9974259974259975,1.5359331561890427e-05,0.09673659673659674,0.064849853515625,0.9011627906976745,0.9480122324159022
dataset\inputs\input01463.dcm,dataset\bone_masks\mask01463.dcm,4764,257027,3,350,0.9315604223699648,0.9993706733794839,1.1671789285297436e-05,0.06843957763003519,0.1346588134765625,0.9310142661715849,0.9642748709644773
dataset\inputs\input01464.dcm,dataset\bone_masks\mask01464.dcm,1155,260297,0,74,0.9397884458909682,1.0,0.0,0.060211554109031735,0.028295465842784275,0.9397884458909683,0.9689597315436241
dataset\inputs\input01465.dcm,dataset\bone_masks\mask01465.dcm,1569,259910,1,53,0.9673242909987669,0.9993630573248408,3.847470865026874e-06,0.032675709001233046,0.020647489991702767,0.9667282809611831,0.9830827067669173
dataset\inputs\input01466.dcm,dataset\bone_masks\mask01466.dcm,2447,259151,0,31,0.9874899112187248,1.0,0.0,0.012510088781275222,0.011848839387071005,0.987489911218725,0.9937055837563452
dataset\inputs\input01467.dcm,dataset\bone_masks\mask01467.dcm,3855,257956,2,331,0.9209268991877687,0.9994814622763806,7.753200133355042e-06,0.07907310081223125,0.1270294189453125,0.9204871060171921,0.958597538232003
dataset\inputs\input01468.dcm,dataset\bone_masks\mask01468.dcm,3365,257966,13,30,0.9911634756995582,0.9961515689757253,5.039169854910671e-05,0.008836524300441826,0.016451521574448874,0.9873826291079811,0.9936512623652739
dataset\inputs\input01469.dcm,dataset\bone_masks\mask01469.dcm,5283,255021,428,115,0.9786958132641719,0.9250569077219402,0.0016754812115138443,0.021304186735828085,0.20816800653256506,0.9067971163748713,0.9511207129354577
dataset\inputs\input01470.dcm,dataset\bone_masks\mask01470.dcm,3692,257661,13,85,0.9774953666931427,0.9964912280701754,5.045134549857572e-05,0.022504633306857293,0.03748312303261414,0.9741424802110817,0.9869018978882652
dataset\inputs\input01471.dcm,dataset\bone_masks\mask01471.dcm,4951,255742,15,345,0.934856495468278,0.9969794603302456,5.8649421130213445e-05,0.06514350453172206,0.13790303118523825,0.9322161551496894,0.9649191190801013
dataset\inputs\input01472.dcm,dataset\bone_masks\mask01472.dcm,4901,255795,133,358,0.9319262217151549,0.9735796583234009,0.0005196774092713575,0.06807377828484502,0.18798791670335813,0.908939169139466,0.9522976780336151
dataset\inputs\input01473.dcm,dataset\bone_masks\mask01473.dcm,4482,257152,7,503,0.8990972918756269,0.9984406326576075,2.7220513378882327e-05,0.10090270812437312,0.194549560546875,0.8978365384615383,0.9461684610512983
dataset\inputs\input01474.dcm,dataset\bone_masks\mask01474.dcm,4654,256321,0,536,0.8967244701348748,1.0,0.0,0.10327552986512524,0.2049626975538314,0.8967244701348747,0.9455505891913856
dataset\inputs\input01475.dcm,dataset\bone_masks\mask01475.dcm,4852,257034,32,226,0.955494289090193,0.9934479934479934,0.0001244816506266873,0.04450571090980701,0.098419189453125,0.9495107632093933,0.9741015860269022
dataset\inputs\input01476.dcm,dataset\bone_masks\mask01476.dcm,3998,257901,12,233,0.9449302765303711,0.9970074812967581,4.652731735119982e-05,0.05506972346962893,0.0934600830078125,0.9422578364364836,0.9702705982283704
dataset\inputs\input01477.dcm,dataset\bone_masks\mask01477.dcm,2574,258935,10,37,0.9858291842206052,0.9961300309597523,3.8618239394466004e-05,0.014170815779394868,0.017969383229595192,0.9820679130103014,0.9909528392685274
dataset\inputs\input01478.dcm,dataset\bone_masks\mask01478.dcm,3719,258009,14,402,0.9024508614413977,0.996249665148674,5.425872887300744e-05,0.09754913855860228,0.15869140625,0.8993954050785975,0.9470333587980647
dataset\inputs\input01479.dcm,dataset\bone_masks\mask01479.dcm,3815,257903,3,423,0.9001887682869278,0.999214248297538,1.1632145045093948e-05,0.0998112317130722,0.162506103515625,0.8995519924546097,0.9471201588877854
dataset\inputs\input01480.dcm,dataset\bone_masks\mask01480.dcm,3245,257962,0,121,0.9640522875816994,1.0,0.0,0.03594771241830065,0.04630196534623156,0.9640522875816994,0.9816971713810316
dataset\inputs\input01481.dcm,dataset\bone_masks\mask01481.dcm,5537,254967,2,189,0.9669926650366748,0.9996389239935006,7.844090850260228e-06,0.03300733496332518,0.07326569362665183,0.966655027932961,0.9830448291167333
dataset\inputs\input01482.dcm,dataset\bone_masks\mask01482.dcm,5474,255000,23,165,0.9707394928178755,0.99581589958159,9.018794383251706e-05,0.02926050718212449,0.0721240533717995,0.9667961850936065,0.983117816091954
dataset\inputs\input01483.dcm,dataset\bone_masks\mask01483.dcm,2772,257888,133,136,0.953232462173315,0.9542168674698795,0.0005154619197662206,0.04676753782668501,0.10309317860414136,0.9115422558368959,0.9537244108033718
dataset\inputs\input01484.dcm,dataset\bone_masks\mask01484.dcm,1842,259855,11,436,0.8086040386303776,0.9940636805180788,4.2329508285039215e-05,0.19139596136962247,0.1705169677734375,0.8047182175622543,0.8917937545388526
dataset\inputs\input01485.dcm,dataset\bone_masks\mask01485.dcm,5861,255350,9,83,0.9860363391655451,0.9984667802385009,3.5244498921126726e-05,0.013963660834454912,0.03520816829504445,0.9845456072568454,0.9922126290841374
dataset\inputs\input01486.dcm,dataset\bone_masks\mask01486.dcm,1710,259462,0,46,0.9738041002277904,1.0,0.0,0.02619589977220957,0.01760981249377914,0.9738041002277906,0.986728216964801
dataset\inputs\input01487.dcm,dataset\bone_masks\mask01487.dcm,2180,258650,0,198,0.9167367535744323,1.0,0.0,0.0832632464255677,0.07585393137900914,0.9167367535744325,0.9565598946906538
dataset\inputs\input01488.dcm,dataset\bone_masks\mask01488.dcm,4610,256118,47,51,0.9890581420296074,0.9899076658793214,0.0001834754943103078,0.01094185797039262,0.037572941347871765,0.9791843670348342,0.9894827216140802
dataset\inputs\input01489.dcm,dataset\bone_masks\mask01489.dcm,4187,257651,27,279,0.9375279892521272,0.99359278595159,0.00010478193714636096,0.062472010747872814,0.116729736328125,0.9318940574226575,0.9647465437788019
dataset\inputs\input01490.dcm,dataset\bone_masks\mask01490.dcm,4000,256931,3,104,0.9746588693957114,0.9992505620784412,1.1676150295406603e-05,0.025341130604288498,0.04099020066044024,0.9739469198928656,0.9868015295423708
dataset\inputs\input01491.dcm,dataset\bone_masks\mask01491.dcm,4486,256435,22,90,0.9803321678321678,0.9951197870452528,8.578436151089657e-05,0.019667832167832168,0.04290645244087912,0.9756415832970855,0.9876706296785557
dataset\inputs\input01492.dcm,dataset\bone_masks\mask01492.dcm,4993,256833,23,295,0.944213313161876,0.995414673046252,8.954433612607842e-05,0.05578668683812405,0.121307373046875,0.9401242703822257,0.969138198757764
dataset\inputs\input01493.dcm,dataset\bone_masks\mask01493.dcm,5414,255016,21,584,0.9026342114038013,0.9961361545538179,8.234099365974349e-05,0.09736578859619874,0.23176968605742526,0.8994849642797809,0.9470830053354325
dataset\inputs\input01494.dcm,dataset\bone_masks\mask01494.dcm,4838,256283,9,90,0.981737012987013,0.9981431813492883,3.511619558940584e-05,0.018262987012987012,0.03789908889059031,0.979947336439133,0.9898721227621483
dataset\inputs\input01495.dcm,dataset\bone_masks\mask01495.dcm,5500,255016,60,332,0.9430727023319616,0.9892086330935251,0.00023522401166711099,0.05692729766803841,0.1502445306391525,0.9334691106585199,0.9655898876404494
dataset\inputs\input01496.dcm,dataset\bone_masks\mask01496.dcm,6158,254923,0,171,0.9729815136672461,1.0,0.0,0.02701848633275399,0.06545404437095219,0.9729815136672461,0.9863057579883079
dataset\inputs\input01497.dcm,dataset\bone_masks\mask01497.dcm,4854,256700,228,362,0.9305981595092024,0.9551357733175915,0.0008874081454726616,0.06940184049079755,0.225067138671875,0.8916238060249818,0.9427073218100602
dataset\inputs\input01498.dcm,dataset\bone_masks\mask01498.dcm,4356,256799,21,968,0.8181818181818182,0.9952021932830706,8.176933260649482e-05,0.18181818181818182,0.3772735595703125,0.8149672591206736,0.8980517472425523
dataset\inputs\input01499.dcm,dataset\bone_masks\mask01499.dcm,4557,256829,526,232,0.9515556483608268,0.8965178044461932,0.0020438693633308075,0.04844435163917311,0.289154052734375,0.8573847601128881,0.9232171799027553
dataset\inputs\input01500.dcm,dataset\bone_masks\mask01500.dcm,4274,257386,185,299,0.9346162256724251,0.9585108768782238,0.0007182485605910603,0.06538377432757489,0.18463134765625,0.898276586801177,0.9464127546501329
dataset\inputs\input01501.dcm,dataset\bone_masks\mask01501.dcm,3844,258009,7,284,0.9312015503875969,0.9981822903142041,2.7130100458886272e-05,0.0687984496124031,0.1110076904296875,0.9296251511487302,0.9635292643188369
