input_image,bone_mask_image,TP,TN,FP,FN,recall,precision,FPR,FNR,PWC,Jaccard,Dice
dataset\inputs\input00001.dcm,dataset\bone_masks\mask00001.dcm,10882,248029,2597,636,0.9447820802222608,0.8073299206172565,0.010362053418240725,0.05521791977773919,1.2332916259765625,0.7709528869996458,0.8706644797375686
dataset\inputs\input00002.dcm,dataset\bone_masks\mask00002.dcm,6308,252101,764,191,0.9706108632097246,0.8919683257918553,0.0030213750420184683,0.029389136790275428,0.36820838666892863,0.8685116343108908,0.9296293567165279
dataset\inputs\input00003.dcm,dataset\bone_masks\mask00003.dcm,4846,256528,170,600,0.8898273962541314,0.9661084529505582,0.0006622568154017562,0.11017260374586853,0.293731689453125,0.8628917378917379,0.9264003058688587
dataset\inputs\input00004.dcm,dataset\bone_masks\mask00004.dcm,4653,256408,45,1038,0.8176067474960463,0.9904214559386973,0.00017547074902613734,0.1823932525039536,0.4131317138671875,0.8111924686192469,0.8957551256136298
dataset\inputs\input00005.dcm,dataset\bone_masks\mask00005.dcm,6547,254474,652,471,0.932886862353947,0.9094318655368802,0.0025555999780500615,0.067113137646053,0.4283905029296875,0.8535853976531942,0.9210100583808117
dataset\inputs\input00006.dcm,dataset\bone_masks\mask00006.dcm,5405,255282,265,1192,0.8193118083977565,0.95326278659612,0.001036991238402329,0.18068819160224345,0.5558013916015625,0.7876712328767123,0.8812260536398467
dataset\inputs\input00007.dcm,dataset\bone_masks\mask00007.dcm,5102,255289,1045,708,0.8781411359724612,0.8299983731901741,0.004076712414272004,0.12185886402753873,0.6687164306640625,0.7442742523705324,0.8533913188926988
dataset\inputs\input00008.dcm,dataset\bone_masks\mask00008.dcm,3371,255937,323,288,0.9212899699371413,0.9125609095831078,0.0012604386170295794,0.0787100300628587,0.23507323435377944,0.8465595178302362,0.916904664762682
dataset\inputs\input00009.dcm,dataset\bone_masks\mask00009.dcm,4576,253959,120,456,0.9093799682034976,0.9744463373083475,0.0004722940502757016,0.09062003179650238,0.22229855158599982,0.8881987577639752,0.9407894736842105
dataset\inputs\input00010.dcm,dataset\bone_masks\mask00010.dcm,5425,253138,170,313,0.9454513767863367,0.9696157283288651,0.0006711197435533027,0.0545486232136633,0.18645337121592304,0.9182464454976302,0.9573810994441013
dataset\inputs\input00011.dcm,dataset\bone_masks\mask00011.dcm,6351,251728,343,452,0.9335587240923122,0.9487600836570063,0.001360727731472482,0.06644127590768778,0.30709920656381096,0.8887489504617968,0.9410980217826184
dataset\inputs\input00012.dcm,dataset\bone_masks\mask00012.dcm,5932,255121,598,493,0.9232684824902724,0.9084226646248086,0.0023385043739417096,0.07673151750972762,0.4161834716796875,0.8446532820731882,0.9157854110382092
dataset\inputs\input00013.dcm,dataset\bone_masks\mask00013.dcm,6158,254835,578,573,0.9148714901203387,0.9141923990498813,0.002263001491701675,0.08512850987966127,0.4390716552734375,0.8425229169517034,0.9145318185193436
dataset\inputs\input00014.dcm,dataset\bone_masks\mask00014.dcm,4611,255572,456,102,0.9783577339274347,0.9100059206631143,0.0017810551970878184,0.021642266072565246,0.21400546902865294,0.8920487521764365,0.9429447852760736
dataset\inputs\input00015.dcm,dataset\bone_masks\mask00015.dcm,5534,252888,989,148,0.9739528335093277,0.8483826460217692,0.0038955872331877246,0.026047166490672298,0.4380506936765822,0.8295607854894319,0.9068414584186809
dataset\inputs\input00016.dcm,dataset\bone_masks\mask00016.dcm,6378,251382,1238,139,0.9786711677152063,0.8374474789915967,0.004900641279391972,0.021328832284793618,0.5313791546556454,0.8224371373307543,0.9025684568032265
dataset\inputs\input00017.dcm,dataset\bone_masks\mask00017.dcm,5022,255674,1154,294,0.9446952595936795,0.8131476683937824,0.004493279548958836,0.055304740406320545,0.5523681640625,0.7761978361669244,0.8739993038635573
dataset\inputs\input00018.dcm,dataset\bone_masks\mask00018.dcm,4822,254719,118,318,0.9381322957198444,0.9761133603238866,0.00046304108116168374,0.061867704280155644,0.16770714332421716,0.9170787371624194,0.9567460317460318
dataset\inputs\input00019.dcm,dataset\bone_masks\mask00019.dcm,4752,256491,375,526,0.9003410382720728,0.9268578115857227,0.0014599051645605102,0.09965896172792725,0.3437042236328125,0.8406156023350434,0.9134070158577607
dataset\inputs\input00020.dcm,dataset\bone_masks\mask00020.dcm,3454,256983,11,235,0.9362970994849553,0.9968253968253968,4.280255570168953e-05,0.06370290051504472,0.0943674884821795,0.9335135135135135,0.9656136427173609
dataset\inputs\input00021.dcm,dataset\bone_masks\mask00021.dcm,4427,256894,81,742,0.8564519249371252,0.9820319432120674,0.0003152057593151085,0.14354807506287484,0.3139495849609375,0.8432380952380951,0.9149529812958561
dataset\inputs\input00022.dcm,dataset\bone_masks\mask00022.dcm,4248,255579,199,96,0.9779005524861878,0.9552507308297729,0.0007780184378640853,0.022099447513812154,0.11340832378653093,0.935064935064935,0.9664429530201343
dataset\inputs\input00023.dcm,dataset\bone_masks\mask00023.dcm,3834,256397,5,251,0.9385556915544676,0.9986975774941391,1.950062792021903e-05,0.06144430844553243,0.09827745722435284,0.937408312958435,0.9676930843008581
dataset\inputs\input00024.dcm,dataset\bone_masks\mask00024.dcm,5343,254768,141,143,0.9739336492890995,0.9742888402625821,0.0005531385710194619,0.026066350710900472,0.10906507421417462,0.9495290563355251,0.9741112123974476
dataset\inputs\input00025.dcm,dataset\bone_masks\mask00025.dcm,5918,255109,424,693,0.8951747088186356,0.9331441185745821,0.0016592768840032403,0.1048252911813644,0.4261016845703125,0.8412224591329069,0.9137651509302864
dataset\inputs\input00026.dcm,dataset\bone_masks\mask00026.dcm,7658,252948,1045,493,0.9395166237271501,0.8799264621394921,0.004114286614198029,0.060483376272849956,0.586700439453125,0.8327533710308831,0.90874569835054
dataset\inputs\input00027.dcm,dataset\bone_masks\mask00027.dcm,7256,250192,1358,294,0.9610596026490066,0.8423496633387508,0.005398529119459352,0.038940397350993375,0.6375916634504053,0.8145487202514594,0.8977975748577085
dataset\inputs\input00028.dcm,dataset\bone_masks\mask00028.dcm,6549,253921,575,1099,0.8563023012552301,0.9192869174620999,0.0022593675342638,0.14369769874476987,0.638580322265625,0.7964246625319226,0.8866774979691308
dataset\inputs\input00029.dcm,dataset\bone_masks\mask00029.dcm,7050,253558,537,999,0.8758852031308237,0.9292210359826019,0.0021133827899014147,0.1241147968691763,0.5859375,0.8211041229909155,0.9017651573292402
dataset\inputs\input00030.dcm,dataset\bone_masks\mask00030.dcm,5707,253394,203,352,0.9419046047202508,0.9656514382402708,0.000800482655551919,0.058095395279749135,0.21374433866346243,0.9113701692749918,0.9536302113793967
dataset\inputs\input00031.dcm,dataset\bone_masks\mask00031.dcm,6815,251571,453,355,0.9504881450488145,0.9376719867914144,0.0017974478621083706,0.04951185495118549,0.3117356111638387,0.8940049849140759,0.9440365701620723
dataset\inputs\input00032.dcm,dataset\bone_masks\mask00032.dcm,6189,253075,202,138,0.9781887150308203,0.9683930527304021,0.000797545770046234,0.021811284969179705,0.13096870618326373,0.9479246438964619,0.9732662368296902
dataset\inputs\input00033.dcm,dataset\bone_masks\mask00033.dcm,4205,255531,220,250,0.9438832772166106,0.9502824858757062,0.0008602116902768709,0.05611672278338945,0.18062611930547334,0.8994652406417114,0.9470720720720721
dataset\inputs\input00034.dcm,dataset\bone_masks\mask00034.dcm,5002,253591,945,195,0.9624783528959014,0.8410963511013957,0.003712637897979068,0.03752164710409852,0.4389122675978794,0.814392705958971,0.8977027997128499
dataset\inputs\input00035.dcm,dataset\bone_masks\mask00035.dcm,4919,255356,311,193,0.962245696400626,0.9405353728489484,0.0012164260542033192,0.03775430359937402,0.19326709589345767,0.9070625115249863,0.9512666795590795
dataset\inputs\input00036.dcm,dataset\bone_masks\mask00036.dcm,6143,255295,584,122,0.9805267358339984,0.9131856696893117,0.002282328756951528,0.019473264166001595,0.269317626953125,0.896919258285881,0.9456588669950738
dataset\inputs\input00037.dcm,dataset\bone_masks\mask00037.dcm,2930,257639,418,50,0.9832214765100671,0.8751493428912783,0.0016197971765927683,0.016778523489932886,0.17928492895643147,0.8622719246615657,0.9260429835651075
dataset\inputs\input00038.dcm,dataset\bone_masks\mask00038.dcm,3378,256501,765,66,0.980836236933798,0.8153511947863866,0.0029735759874993197,0.01916376306620209,0.31874496567066857,0.8025659301496794,0.8904705417160933
dataset\inputs\input00039.dcm,dataset\bone_masks\mask00039.dcm,2659,257871,502,19,0.9929051530993278,0.841189496994622,0.0019429274730718767,0.007094846900672144,0.19957786026485247,0.8361635220125786,0.9107723925329679
dataset\inputs\input00040.dcm,dataset\bone_masks\mask00040.dcm,2405,258574,272,18,0.9925711927362774,0.8983937243182667,0.001050817860812993,0.007428807263722658,0.11099671220083515,0.8923933209647495,0.9431372549019608
dataset\inputs\input00041.dcm,dataset\bone_masks\mask00041.dcm,2711,258271,158,28,0.9897772909821103,0.9449285465318926,0.0006113864930019463,0.01022270901788974,0.07121852600624885,0.9357956506731101,0.9668330955777461
dataset\inputs\input00042.dcm,dataset\bone_masks\mask00042.dcm,10605,244557,2191,216,0.9800388134183532,0.8287746170678337,0.00887950459578193,0.0199611865816468,0.934506870003766,0.8150169074700276,0.898081890163865
dataset\inputs\input00043.dcm,dataset\bone_masks\mask00043.dcm,4438,256951,405,350,0.9269005847953217,0.9163741482552137,0.0015736955812182347,0.07309941520467836,0.2880096435546875,0.8546119776622376,0.9216073097290001
dataset\inputs\input00044.dcm,dataset\bone_masks\mask00044.dcm,4138,256603,791,612,0.8711578947368421,0.8395212010549807,0.0030731097072969845,0.1288421052631579,0.5352020263671875,0.74679660711063,0.8550470089885319
dataset\inputs\input00045.dcm,dataset\bone_masks\mask00045.dcm,3305,256325,668,130,0.9621542940320232,0.8318650893531336,0.0025992925877358526,0.03784570596797671,0.306418664659714,0.8055081647574945,0.8922786177105831
dataset\inputs\input00046.dcm,dataset\bone_masks\mask00046.dcm,3491,257848,327,478,0.8795666414714034,0.9143530644316396,0.0012665827442626125,0.12043335852859663,0.3070831298828125,0.8126163873370578,0.8966225760883524
dataset\inputs\input00047.dcm,dataset\bone_masks\mask00047.dcm,3660,257875,337,272,0.930824008138352,0.9156867650738053,0.001305129118708658,0.06917599186164802,0.2323150634765625,0.8573436401967673,0.9231933409004919
dataset\inputs\input00048.dcm,dataset\bone_masks\mask00048.dcm,2394,258346,65,121,0.9518886679920477,0.9735664904432696,0.00025153727975976253,0.048111332007952284,0.07128457876945954,0.9279069767441861,0.962605548854041
dataset\inputs\input00049.dcm,dataset\bone_masks\mask00049.dcm,4160,256565,819,600,0.8739495798319328,0.835509138381201,0.0031820159761290524,0.12605042016806722,0.5413055419921875,0.7456533428929917,0.854297155765479
dataset\inputs\input00050.dcm,dataset\bone_masks\mask00050.dcm,4210,255614,22,444,0.9045981951009884,0.9948015122873346,8.60598663724984e-05,0.09540180489901161,0.17903108071766108,0.9003421727972627,0.9475579563358092
dataset\inputs\input00051.dcm,dataset\bone_masks\mask00051.dcm,4882,256703,161,398,0.9246212121212121,0.9680745587943684,0.0006267908309455588,0.07537878787878788,0.2132415771484375,0.8972615328064695,0.945849074881333
dataset\inputs\input00052.dcm,dataset\bone_masks\mask00052.dcm,3120,258607,35,382,0.8909194745859509,0.9889064976228209,0.00013532218278547182,0.10908052541404911,0.1590728759765625,0.882103477523325,0.9373591707976566
dataset\inputs\input00053.dcm,dataset\bone_masks\mask00053.dcm,9764,246085,527,948,0.9115011202389843,0.9487902050335244,0.002136960083045432,0.08849887976101568,0.5732073184001493,0.8687605658866447,0.9297719373422845
dataset\inputs\input00054.dcm,dataset\bone_masks\mask00054.dcm,2398,259483,40,223,0.9149179702403663,0.9835931091058244,0.00015412892113608428,0.08508202975963373,0.1003265380859375,0.9011649755730928,0.9480134413915794
dataset\inputs\input00055.dcm,dataset\bone_masks\mask00055.dcm,1869,259641,1,26,0.9862796833773088,0.9994652406417113,3.85145700618544e-06,0.013720316622691292,0.010323587102398514,0.985759493670886,0.9928286852589642
dataset\inputs\input00056.dcm,dataset\bone_masks\mask00056.dcm,2609,259159,99,277,0.9040194040194041,0.9634416543574594,0.00038185899760084547,0.09598059598059598,0.1434326171875,0.8740368509212729,0.9327851269217018
dataset\inputs\input00057.dcm,dataset\bone_masks\mask00057.dcm,5682,254210,541,114,0.9803312629399586,0.9130644383737747,0.0021236423016985214,0.019668737060041408,0.2513941822396727,0.8966387880700648,0.9455029536567102
dataset\inputs\input00058.dcm,dataset\bone_masks\mask00058.dcm,3705,256941,3,448,0.8921261738502287,0.9991909385113269,1.167569587147394e-05,0.10787382614977124,0.17273273917356385,0.8914821944177094,0.94262816435568
dataset\inputs\input00059.dcm,dataset\bone_masks\mask00059.dcm,4006,257389,424,325,0.9249595936273378,0.9042889390519188,0.0016446028710732196,0.0750404063726622,0.2857208251953125,0.8424815983175605,0.9145074763154891
dataset\inputs\input00060.dcm,dataset\bone_masks\mask00060.dcm,3719,257683,511,231,0.9415189873417722,0.8791962174940898,0.0019791319705337847,0.058481012658227846,0.283050537109375,0.8336695808114772,0.9092909535452323
dataset\inputs\input00061.dcm,dataset\bone_masks\mask00061.dcm,3112,257099,380,46,0.9854338188727042,0.8911798396334479,0.0014758485158012887,0.014566181127295756,0.16344571185211615,0.879592990390051,0.9359398496240602
dataset\inputs\input00062.dcm,dataset\bone_masks\mask00062.dcm,3675,256002,849,26,0.9929748716563092,0.8123342175066313,0.0033054183164558442,0.007025128343690895,0.335825478215481,0.8076923076923076,0.8936170212765957
dataset\inputs\input00063.dcm,dataset\bone_masks\mask00063.dcm,3633,256524,413,47,0.9872282608695652,0.8979238754325259,0.0016073979224479154,0.012771739130434783,0.17650421883453496,0.8876129978011239,0.9404607817758219
dataset\inputs\input00064.dcm,dataset\bone_masks\mask00064.dcm,8032,249011,1587,146,0.9821472242602103,0.8350140347229442,0.006332851818450267,0.01785277573978968,0.6696911614678331,0.8225294418842807,0.9026240377591729
dataset\inputs\input00065.dcm,dataset\bone_masks\mask00065.dcm,3543,257929,570,102,0.9720164609053498,0.8614150255288111,0.002205037543665546,0.027983539094650206,0.25634765625,0.8405693950177936,0.9133797370456304
dataset\inputs\input00066.dcm,dataset\bone_masks\mask00066.dcm,4057,257276,675,136,0.9675649892678273,0.8573541842772612,0.0026167760543669145,0.03243501073217267,0.3093719482421875,0.8334018077239113,0.9091316526610644
dataset\inputs\input00067.dcm,dataset\bone_masks\mask00067.dcm,4272,254495,919,222,0.9506008010680908,0.8229628202658448,0.0035980799799541136,0.049399198931909215,0.43900149283592654,0.789211158322557,0.8821889519876097
dataset\inputs\input00068.dcm,dataset\bone_masks\mask00068.dcm,2923,257023,375,111,0.9634146341463414,0.886294724075197,0.0014568877769058034,0.036585365853658534,0.18661301222584015,0.8574361982986212,0.923246999368288
dataset\inputs\input00069.dcm,dataset\bone_masks\mask00069.dcm,4246,254835,451,130,0.970292504570384,0.9039812646370023,0.001766646036210368,0.029707495429616086,0.22375241660312253,0.8796353842966645,0.9359638487821007
dataset\inputs\input00070.dcm,dataset\bone_masks\mask00070.dcm,2999,256255,61,469,0.8647635524798154,0.9800653594771241,0.00023798748419919162,0.13523644752018454,0.20401564376558987,0.8498158118447153,0.9188112745098039
dataset\inputs\input00071.dcm,dataset\bone_masks\mask00071.dcm,3027,258258,148,711,0.8097913322632424,0.9533858267716535,0.0005727421189910451,0.19020866773675763,0.3276824951171875,0.7789500772002059,0.8757413568638797
dataset\inputs\input00072.dcm,dataset\bone_masks\mask00072.dcm,3010,257651,23,141,0.9552523008568709,0.9924167490933069,8.926007280517242e-05,0.04474769914312916,0.06287740822390492,0.9483301827347197,0.9734799482535575
dataset\inputs\input00073.dcm,dataset\bone_masks\mask00073.dcm,2318,258588,30,141,0.9426596177307849,0.9872231686541738,0.00011600120641254669,0.057340382269215125,0.06549791823868054,0.9312977099236641,0.9644268774703557
dataset\inputs\input00074.dcm,dataset\bone_masks\mask00074.dcm,2556,258160,128,80,0.9696509863429439,0.9523099850968704,0.0004955708356563217,0.030349013657056147,0.07971669911545125,0.9247467438494935,0.9609022556390977
dataset\inputs\input00075.dcm,dataset\bone_masks\mask00075.dcm,7981,249064,1238,463,0.9451681667456182,0.8657121162815924,0.0049460252015565195,0.05483183325438181,0.6574014670758195,0.8243131584383392,0.9036969937156768
dataset\inputs\input00076.dcm,dataset\bone_masks\mask00076.dcm,2741,257759,207,99,0.9651408450704225,0.9297829036635007,0.0008024313281595249,0.03485915492957747,0.11732858906620247,0.8995733508368887,0.94713199723566
dataset\inputs\input00077.dcm,dataset\bone_masks\mask00077.dcm,5055,256528,352,209,0.9602963525835866,0.9348992047346033,0.0013702896293989412,0.03970364741641337,0.2140045166015625,0.9001068376068375,0.9474276075344391
dataset\inputs\input00078.dcm,dataset\bone_masks\mask00078.dcm,3396,257172,279,76,0.978110599078341,0.9240816326530612,0.0010837013645315031,0.021889400921658985,0.13605546463899312,0.9053585710477207,0.9503288092906115
dataset\inputs\input00079.dcm,dataset\bone_masks\mask00079.dcm,1662,259848,10,21,0.9875222816399287,0.9940191387559809,3.848255585742983e-05,0.012477718360071301,0.011852826134334579,0.9816893089190788,0.9907600596125187
dataset\inputs\input00080.dcm,dataset\bone_masks\mask00080.dcm,1695,260063,13,373,0.8196324951644101,0.9923887587822015,4.9985388886325537e-05,0.18036750483558994,0.147247314453125,0.8145122537241711,0.8977754237288136
dataset\inputs\input00081.dcm,dataset\bone_masks\mask00081.dcm,1458,260064,12,45,0.9700598802395209,0.9918367346938776,4.61403589719928e-05,0.029940119760479042,0.02179074008234606,0.9623762376237623,0.9808274470232089
dataset\inputs\input00082.dcm,dataset\bone_masks\mask00082.dcm,2458,258683,1,116,0.9549339549339549,0.9995933306222041,3.865720338327844e-06,0.045066045066045064,0.04478331764003399,0.9545631067961164,0.9767534273792966
dataset\inputs\input00083.dcm,dataset\bone_masks\mask00083.dcm,2499,258730,12,87,0.9663573085846868,0.995221027479092,4.637824551097232e-05,0.033642691415313224,0.03788342619237127,0.9618937644341802,0.9805768098881695
dataset\inputs\input00084.dcm,dataset\bone_masks\mask00084.dcm,4632,256929,319,264,0.946078431372549,0.9355685720056555,0.0012400485134967036,0.05392156862745098,0.2223968505859375,0.8882070949185042,0.9407941505026912
dataset\inputs\input00085.dcm,dataset\bone_masks\mask00085.dcm,2381,258041,197,60,0.9754199098730029,0.9235841737781226,0.0007628621659089677,0.024580090126997134,0.09858868570157167,0.9025777103866565,0.9487945805937438
dataset\inputs\input00086.dcm,dataset\bone_masks\mask00086.dcm,9814,250049,1543,738,0.9300606520090978,0.8641366558069913,0.006132945403669433,0.06993934799090219,0.8701324462890625,0.8114096734187681,0.895887534803049
dataset\inputs\input00087.dcm,dataset\bone_masks\mask00087.dcm,2778,257414,89,159,0.9458631256384066,0.9689570980118591,0.0003456270412383545,0.054136874361593465,0.09522346797726923,0.9180436219431591,0.9572708476912474
dataset\inputs\input00088.dcm,dataset\bone_masks\mask00088.dcm,2672,258803,121,548,0.8298136645962733,0.9566774078052274,0.0004673185954179605,0.1701863354037267,0.2552032470703125,0.7997605507333134,0.8887410610344254
dataset\inputs\input00089.dcm,dataset\bone_masks\mask00089.dcm,3170,258342,239,393,0.8896996912714005,0.9298914637723673,0.000924275178764101,0.1103003087285995,0.2410888671875,0.8337716991057339,0.9093516924842227
dataset\inputs\input00090.dcm,dataset\bone_masks\mask00090.dcm,3720,257396,418,610,0.859122401847575,0.8989850169163848,0.001621323900176096,0.14087759815242495,0.39215087890625,0.7834877843302441,0.8786017949929145
dataset\inputs\input00091.dcm,dataset\bone_masks\mask00091.dcm,2330,258199,200,145,0.9414141414141414,0.9209486166007905,0.000773996803393202,0.05858585858585859,0.1322477517882196,0.8710280373831776,0.9310689310689311
dataset\inputs\input00092.dcm,dataset\bone_masks\mask00092.dcm,2250,258288,169,124,0.9477674810446504,0.9301364200082679,0.0006538805294497731,0.05223251895534962,0.11233327326889825,0.8847817538340542,0.9388691842269977
dataset\inputs\input00093.dcm,dataset\bone_masks\mask00093.dcm,3634,255630,310,193,0.9495688528873791,0.9213995943204868,0.00121122138001094,0.05043114711262085,0.19363506527003044,0.8784143098863911,0.9352721657444344
dataset\inputs\input00094.dcm,dataset\bone_masks\mask00094.dcm,4659,256600,334,551,0.8942418426103647,0.9331063488884438,0.0012999447328886017,0.10575815738963532,0.3376007080078125,0.8403679653679655,0.9132608056453985
dataset\inputs\input00095.dcm,dataset\bone_masks\mask00095.dcm,2992,257317,105,140,0.9553001277139208,0.9660962221504682,0.0004078905454856228,0.04469987228607918,0.09403041212186342,0.9243126351560086,0.9606678439556912
dataset\inputs\input00096.dcm,dataset\bone_masks\mask00096.dcm,4343,256695,221,885,0.8307192042846213,0.9515775635407537,0.0008602033349421601,0.16928079571537874,0.421905517578125,0.7970269774270506,0.8870506535947712
dataset\inputs\input00097.dcm,dataset\bone_masks\mask00097.dcm,9315,251261,1141,427,0.9561691644426196,0.8908760520275439,0.004520566398047559,0.04383083555738042,0.59814453125,0.8559220803087384,0.922368551341717
dataset\inputs\input00098.dcm,dataset\bone_masks\mask00098.dcm,3462,256777,66,186,0.9490131578947368,0.9812925170068028,0.0002569663179452039,0.05098684210526316,0.0967403864240991,0.9321486268174475,0.9648829431438127
dataset\inputs\input00099.dcm,dataset\bone_masks\mask00099.dcm,3970,255758,91,246,0.9416508538899431,0.9775917261758188,0.0003556785447666397,0.058349146110056926,0.12958298886816758,0.9217552820989088,0.9592847650114776
dataset\inputs\input00100.dcm,dataset\bone_masks\mask00100.dcm,4597,256495,555,497,0.9024342363564979,0.8922748447204969,0.0021591130130324838,0.09756576364350215,0.40130615234375,0.8137723490883344,0.8973257856724576
dataset\inputs\input00101.dcm,dataset\bone_masks\mask00101.dcm,4872,256363,314,595,0.8911651728553137,0.9394523717701504,0.0012233273725343525,0.1088348271446863,0.3467559814453125,0.8427607680332124,0.9146719234018587
dataset\inputs\input00102.dcm,dataset\bone_masks\mask00102.dcm,4812,256327,249,756,0.8642241379310345,0.950800237107291,0.0009704726864554751,0.13577586206896552,0.3833770751953125,0.8272305312016504,0.9054473609935083
dataset\inputs\input00103.dcm,dataset\bone_masks\mask00103.dcm,3101,257773,45,1225,0.7168284789644013,0.9856961220597584,0.0001745417309885268,0.28317152103559873,0.484466552734375,0.7094486387554336,0.8300321199143469
dataset\inputs\input00104.dcm,dataset\bone_masks\mask00104.dcm,2638,258659,50,797,0.767976710334789,0.9813988095238095,0.00019326733897931652,0.23202328966521107,0.3231048583984375,0.7569583931133429,0.8616691164461865
dataset\inputs\input00105.dcm,dataset\bone_masks\mask00105.dcm,2825,257653,46,152,0.9489418878065167,0.9839777081156391,0.00017850282694150928,0.05105811219348337,0.07595635961883718,0.9345021501819384,0.9661422708618331
dataset\inputs\input00106.dcm,dataset\bone_masks\mask00106.dcm,3676,257778,87,603,0.8590792241177845,0.9768801488174329,0.0003373858414286545,0.14092077588221547,0.263214111328125,0.8419606046724689,0.9142004476498383
dataset\inputs\input00107.dcm,dataset\bone_masks\mask00107.dcm,4930,254826,40,206,0.9598909657320872,0.9919517102615694,0.0001569452182715623,0.04010903426791277,0.09461465681033222,0.9524729520865532,0.9756580249356818
dataset\inputs\input00108.dcm,dataset\bone_masks\mask00108.dcm,6485,253104,170,469,0.9325568018406672,0.9744552967693464,0.0006712098359879025,0.06744319815933275,0.24555389888866685,0.9103032004491858,0.9530457785289147
dataset\inputs\input00109.dcm,dataset\bone_masks\mask00109.dcm,4748,256692,202,502,0.9043809523809524,0.9591919191919192,0.0007863165352246452,0.09561904761904762,0.2685546875,0.8708730741012474,0.9309803921568628
dataset\inputs\input00110.dcm,dataset\bone_masks\mask00110.dcm,3904,256338,50,152,0.9625246548323472,0.9873545776428932,0.00019501692746930432,0.03747534516765286,0.07755985931716607,0.9508037018996591,0.9747815230961299
dataset\inputs\input00111.dcm,dataset\bone_masks\mask00111.dcm,4385,254347,298,329,0.9302078913873568,0.936365577621183,0.0011702566317814997,0.06979210861264319,0.241749852521023,0.8749002394253791,0.9332765776311589
dataset\inputs\input00112.dcm,dataset\bone_masks\mask00112.dcm,2506,257655,69,212,0.9220014716703459,0.9732038834951456,0.0002677282674488988,0.07799852832965416,0.10789350411991921,0.8991747398636528,0.9469110145475156
dataset\inputs\input00113.dcm,dataset\bone_masks\mask00113.dcm,4010,256865,201,1068,0.7896809767625049,0.9522678698646402,0.0007819003679988797,0.21031902323749507,0.4840850830078125,0.7596135631748437,0.8633868015932824
dataset\inputs\input00114.dcm,dataset\bone_masks\mask00114.dcm,3832,257280,181,851,0.8182788810591501,0.9548965860951907,0.0007030190980381495,0.18172111894084989,0.3936767578125,0.7878289473684212,0.8813247470101196
dataset\inputs\input00115.dcm,dataset\bone_masks\mask00115.dcm,5005,253475,396,143,0.9722222222222222,0.9266802443991853,0.0015598473240346475,0.027777777777777776,0.20809284261000158,0.9027777777777777,0.948905109489051
dataset\inputs\input00116.dcm,dataset\bone_masks\mask00116.dcm,4445,256672,254,773,0.8518589497891913,0.9459459459459459,0.000988611506815192,0.14814105021080873,0.3917694091796875,0.8123172514619884,0.8964404557829989
dataset\inputs\input00117.dcm,dataset\bone_masks\mask00117.dcm,2859,257605,124,189,0.937992125984252,0.9584311096211867,0.00048112552332100773,0.06200787401574803,0.12002592253151159,0.9013240857503151,0.9481014757088376
dataset\inputs\input00118.dcm,dataset\bone_masks\mask00118.dcm,5228,255726,234,956,0.8454075032341527,0.9571585499816917,0.0009142053445850914,0.15459249676584735,0.453948974609375,0.8145839825490807,0.897818993645887
dataset\inputs\input00119.dcm,dataset\bone_masks\mask00119.dcm,6285,254568,609,682,0.9021099468924931,0.9116623150565709,0.002386578727706651,0.09789005310750681,0.4924774169921875,0.8295934530095036,0.9068609768414977
dataset\inputs\input00120.dcm,dataset\bone_masks\mask00120.dcm,3704,256124,173,151,0.9608300907911803,0.9553778694867165,0.0006749981466813892,0.039169909208819714,0.12454257510993573,0.9195630585898709,0.9580962234868081
dataset\inputs\input00121.dcm,dataset\bone_masks\mask00121.dcm,2997,257351,159,85,0.972420506164828,0.9496197718631179,0.0006174517494466234,0.027579493835171966,0.09363295880149813,0.9247145942610304,0.9608848990060916
dataset\inputs\input00122.dcm,dataset\bone_masks\mask00122.dcm,5921,253139,96,128,0.9788394775996032,0.9840452052517866,0.00037909451695065845,0.02116052240039676,0.0863917557581648,0.9635475996745322,0.9814354384220123
dataset\inputs\input00123.dcm,dataset\bone_masks\mask00123.dcm,4506,256754,174,710,0.8638803680981595,0.9628205128205128,0.0006772325320712417,0.13611963190184048,0.33721923828125,0.8359925788497217,0.9106709781729992
dataset\inputs\input00124.dcm,dataset\bone_masks\mask00124.dcm,4579,256492,177,896,0.8363470319634703,0.9627838519764508,0.0006896041204820216,0.16365296803652968,0.4093170166015625,0.8101556970983721,0.8951226664060209
dataset\inputs\input00125.dcm,dataset\bone_masks\mask00125.dcm,4727,256333,121,963,0.8307557117750439,0.9750412541254125,0.0004718195075920048,0.16924428822495607,0.41351318359375,0.8134572362760283,0.8971341810590245
dataset\inputs\input00126.dcm,dataset\bone_masks\mask00126.dcm,3308,257853,157,826,0.8001935171746493,0.9546897546897547,0.0006085035463741715,0.19980648282535074,0.3749847412109375,0.7709158704264739,0.8706408737991841
dataset\inputs\input00127.dcm,dataset\bone_masks\mask00127.dcm,2926,257204,24,293,0.908977943460702,0.991864406779661,9.33024398588023e-05,0.09102205653929792,0.1217138227739233,0.9022510021584953,0.9486140379315935
dataset\inputs\input00128.dcm,dataset\bone_masks\mask00128.dcm,3772,257503,196,673,0.84859392575928,0.9506048387096774,0.0007605772626203439,0.15140607424071992,0.3314971923828125,0.812755871579401,0.8967074765244265
